"3M CANADA","991378",,"INVENTAIRE PIÈCES DE REMPLACEMENT, POUR LES MAGASINS SCARM","SERVICE DE L'APPROVISIONNEMENT","COMMUNICATION ET MARKETING","7801,41",
"7873522 CANADA INC.","RMI0001020780001044210001",,"PAIEMENT D'UNE INDEMNITÉ POUR LE DOSSIER 14-003681, SUR LA LISTE DE PAIEMENT 1408IC010 (CORPO)","SERVICE DES AFFAIRES JURIDIQUES","AUTRES - ADMINISTRATION GÉNÉRALE","2500,00",
"9175-2998 QUÉBEC INC.","DIC752948",,"OUTILS GARAGE AUTORISÉ PAR MARC MASSÉ","SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS","SOUT. MAT. ET TECH. - GESTION DES VÉHICULES ET ATELIERS MRA - À RÉPARTIR","3929,55",
"A & A VITRES ET MIROIRS INC.","6317",,"BC205144","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","6137,15",
"A.T. STORRS LTD.","SIP14567",,"PRODUITS POUR LA REVENTE","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","2016,24",
"ABBOTT OF ENGLAND 1981 LIMITED","0544289M",,"PRODUITS POUR LA REVENTE","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","2155,50",
"ACKLANDS - GRAINGER INC.","992482",,"POTENCE XTIRPA - CBT IN2210 - VOTRE SOUM. # Y983557","COMMISSION DES SERVICES ÉLECTRIQUES DE MONTRÉAL","AUTRES - AMÉN., URB. ET DÉVELOPPEMENT","2227,87",
"ADI-BURTEK","990485",,"PANNEAUX D'ALARME POUR METTRE EN INVENTAIRE; PEP ET APPEL DE SERVICE","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","2592,77",
"AIGUISA-TECH INC.","925918",,"AIGUISAGE DE LAME OU COUTEAU POUR MENUISERIE","SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS","SOUT. MAT. ET TECH. - GESTION DES VÉHICULES ET ATELIERS MRA - À RÉPARTIR","3111,32",
"ALBERT VIAU DIVISION EMCO CORPORATION","986054",,"1 ACCOUPLEMENT, RUPTURE, BORNE-FONTAINE, ITEM # 10 "" CONCORD PREMIER "" ET DAIGLE-D67M","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","34838,48",
"ALBERT VIAU DIVISION EMCO CORPORATION","989260",,"36"" X 36"" (7,05 - 7,85), MANCHON DE RÉPARATION, ACIER INOXYDABLE, PLAQUE CONDUCTIVE, DOUBLE ATTACHE","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","5463,48",
"ALBERT VIAU DIVISION EMCO CORPORATION","990040",,"BOULON, T, REGULIER, ACIER, CORTEN, ECROU, ROBINET-VANNE 3/4"" X 3 1/2""","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","2897,68",
"ALBERT VIAU DIVISION EMCO CORPORATION","988523",,"COUDE, KIT TRANSFORMATION HYDRALUB, ANNEAU TORIQUE, VIS ""ALLEN"" BORNE FONTAINE, CHAPEAU DU CORPS BORNE FONTAINE - INVENTAIRE MAGASIN CDM","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","19167,78",
"ALBERT VIAU DIVISION EMCO CORPORATION","989899",,"D67M PREMIER, BORNE FONTAINE, 7',1 PRISE 4"", 2 PRISE 2 1/2"", STORZ ACIER INOX","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","74653,04",
"ALBERT VIAU DIVISION EMCO CORPORATION","990814",,"EXTENSION 36"" & ACCESSOIRES, BORNE-FONTAINE, ""CONCORD PREMIER""","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","4339,81",
"ALBERT VIAU DIVISION EMCO CORPORATION","988777",,"RÉAPPROVISIONNEMENT DU CENTRE DE DISTRIBUTION  AFIN DE MAINTENIR UN INVENTAIRE DE PIÈCES DE D'ARTICLES. LOCALISATION:  COLBERT, ANCIENNEMENT LOUVAIN","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","6218,60",
"ALBERT VIAU DIVISION EMCO CORPORATION","417173-50",,"TPAE, A, BORNE FONTAINE (INVENTAIRE)","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","16696,39",
"ALBERT VIAU DIVISION EMCO CORPORATION","417173-51",,"TPAE, A, BORNE FONTAINE (INVENTAIRE)","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","42210,25",
"ALBERT VIAU DIVISION EMCO CORPORATION","794603-64",,"TPAE, A, ROBINETS VANNES (INVENTAIRE)","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","8276,11",
"ALBERT VIAU DIVISION EMCO CORPORATION","794603-66",,"TPAE, A, ROBINETS VANNES (INVENTAIRE)","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","8906,68",
"ALBERT VIAU DIVISION EMCO CORPORATION","794603-65",,"TPAE, A, ROBINETS VANNES (INVENTAIRE)","SERVICE DE L'APPROVISIONNEMENT","TRAVAUX PUBLICS, AMÉNAGEMENT EXTÉRIEUR","12612,25",
"ALCIS","986862",,"CONTRAT 14054 - ACQUISITION DE DIVERS ÉQUIPEMENT (BLOC GAUCHE ET DROITE UCS ET POTEAUX DE SAUT EN HAUTEUR UCS) ATTRIBUÉS AUX EMPLOYÉS DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVES AU COMPLEXE SPORTIF CLAUDE-ROBILLARD.","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","GESTION INSTALL. - CENTRES COMMUN. - ACT.RÉCRÉATIVES","6029,74",
"ALEXANDRA M. VAILLANCOURT","987864",,"SERVICE DE SOUTIEN LOGISTIQUE","SERVICE DE LA CULTURE","AUTRES - ACTIVITÉS CULTURELLES","4532,00",
"ALLSTATE_10","RMI0000980650000968900005",,"PAIEMENT D'UNE INDEMNITÉ POUR LE DOSSIER 14-001019, SUR LA LISTE DE PAIEMENT 1408IC009 (CORPO)","SERVICE DES AFFAIRES JURIDIQUES","AUTRES - ADMINISTRATION GÉNÉRALE","22381,61",
"ALSCO DIVISION WESTERN LINEN SUPPLY","927552",,"BESOIN ANNUEL POUR LES UNIFORMES DES EMPLOYÉS (SERVICE HEBDOMADAIRE) ET LITERIE POUR LA CUISINE.","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","5500,00",
"ALTEL INC","990036",,"TRAVAUX DE CONTRÔLE DES ACCÈS DANS DIVERS BÂTIMENTS","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","2697,86",
"ANDRE  ROUSSEAU","986760",,"ARBITRE","SERVICE DES RESSOURCES HUMAINES","GESTION DU PERSONNEL","3049,17",
"ANNA AMARI","987047",,"101131 ET 101139 / CONTRAT ANNA AMARI. CONCEPTION ET RÉALISATION GRAPHIQUE DE DIFFÉRENTS OUTILS DE COMMUNICATIONS,  RECHERCHE VISUELLE ET TYPOGRAPHIE,  MONTAGE, INFOGRAPHIE, RÉALISATION PRÉ-IMPRESSION ET ARCHI","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","20000,00",
"ANNA AMARI","987155",,"CONCEPTION ET RÉALISATION GRAPHIQUE DE DIFFÉRENTS OUTILS DE COMMUNICATIONS, RECHERCHE VISUELLE ET TYPOGRAPHIE, MONTAGE, INFOGRAPHIE, RÉALISATION PRÉ-IMPRESSION ET ARCHI","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","4500,00",
"ANTHONY TEOLI","RMI0000897480000275640006",,"PAIEMENT D'UNE INDEMNITÉ POUR LE DOSSIER 12-006996, SUR LA LISTE DE PAIEMENT 1409IC005 (CORPO)","SERVICE DES AFFAIRES JURIDIQUES","AUTRES - ADMINISTRATION GÉNÉRALE","5000,00",
"ANTONIO MOREAU (1984)LTEE","677197-224",,"VETR, A, BOTTES ET SOULIERS DE TRAVAIL","SERVICE DE L'APPROVISIONNEMENT","VÊTEMENT ET ÉQUIPEMENT DE TRAVAIL","2278,94",
"ANTONIO MOREAU (1984)LTEE","988269",,"VETR, A, BOTTES ET SOULIERS DE TRAVAIL","SERVICE DE L'APPROVISIONNEMENT","VÊTEMENT ET ÉQUIPEMENT DE TRAVAIL","4731,77",
"AQUANET SERVICES APRES SINISTRE INC.","987096",,"DÉGÂT D'EAU AU NIVEAU DU SOUS-SOL DE LA GARDERIE, EAU DÉJÀ ENLEVÉE, RESTE À VÉRIFIER L'ÉTAT DES CLOISONS AU PAVILLON LAFONTAINE","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","3788,48",
"AQUATECHNO SPECIALISTES AQUATIQUES INC.","987321",,"PLOMBERIE (ACHAT DE VANNE DE FLOTTE POUR LA PISCINE SOPHIE-BARAT # 0864, PEP 6400, AQUATECHNO SPECIALISTES AQUATIQUES INC.) - VÉZINA, LUC","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","2229,78",
"AQUATECHNO SPECIALISTES AQUATIQUES INC.","988404",,"PLOMBERIE (ACHAT DE VANNES À FLOTTE POUR RÉPARATION SUITE À LA FERMETURE ANNUELLE DE LA PISCINE ÉDOUARD-MONTPETI # 0499, PEP 6400, AQUATECHNO SPECIALISTES AQUATIQUES INC.) - VÉZINA, LUC","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","2229,78",
"ARIS HORTICULTURAL SERVICES CANADA","915751",,"VÉGÉTAUX","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","2161,17",
"ARKEOS INC.","988620",,"SERVICES PROFESSIONNELS POUR L'ARCHÉOLOGIE DANS LE CADRE DES TRAVAUX DE LA CSEM : MANDAT 1551","COMMISSION DES SERVICES ÉLECTRIQUES DE MONTRÉAL","AUTRES - AMÉN., URB. ET DÉVELOPPEMENT","81202,11",
"ASCENSEURS INNOVATEC INC.","990207",,"TRAVAUX DE TRANSPORT VERTICAL DANS DIVERS BÂTIMENTS","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","4553,20",
"ASCENSEURS INNOVATEC INC.","992297",,"TRAVAUX SUR ASCENSEURS DANS DIVERS BÂTIMENTS","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","2670,53",
"ASCENSEURS LAVAL INC.","1058697",,"BC205300","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","3995,00",
"ASCENSEURS LAVAL INC.","1058586",,"BC205442","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","2280,00",
"ASCENSEURS THYSSENKRUPP","989844",,"INSTALLER ÉCHELLE POUR ACCÈS FOSSE D'ASCENSEUR # 182 AU CO EST","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","2819,51",
"ASSA ABLOY ENTRANCE SYSTEMS CANADA INC","990172",,"PORTE D'ENTRÉE AUTOMATIQUE POUR PERSONNE HANDICAPÉE EST DÉFECTUEUSE ELLE NE S'OUVRE QU'AU 3/4 ET SE REFERME IMMÉDIATEMENT, DANGEREUX POUR LES USAGERS AU PDQ 8","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","2483,87",
"ASSOCIATION DES TRANSPORTS DU CANADA (ATC)","991842",,"FACTURE 43703 - SYNTHESIS OF TRAFFIC MONITORING BEST PRACTICES FOR CANADIAN","SERVICE DES INFRASTRUCTURES, DE LA VOIRIE ET DES TRANSPORTS","TRANSPORT - SOUTIEN TECH. ET FONCT.- À RÉPARTIR","5000,00",
"AUDIOTOPIE COOP","988686",,"CONVENTION DE SERVICES PROFESSIONNELS - MÉDIATION CULTURELLE ""IDÉOGRAMMES, L'ESPACE PUBLIC, C'EST NOUS / MAISON DE LA CULTURE RIVIÈRE-DES-PRAIRIES","SERVICE DE LA CULTURE","AUTRES - ACTIVITÉS CULTURELLES","3593,58",
"B.BOX","988614",,"BOITES NEUVES ET D'ARCHIVES - INVENTAIRE MAGASIN CDM","SERVICE DE L'APPROVISIONNEMENT","TRANSPORT ET ENTREPOSAGE","5113,72",
"BATTERIES DIXON INC.","981426",,"POUR LES PEP INCENDIES ET INTRUSIONS","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","3763,95",
"BÉLAIR DIRECT_19","RMI0000985600000860610006",,"PAIEMENT D'UNE INDEMNITÉ POUR LE DOSSIER 14-001468, SUR LA LISTE DE PAIEMENT 1409IC007 (CORPO)","SERVICE DES AFFAIRES JURIDIQUES","AUTRES - ADMINISTRATION GÉNÉRALE","3835,53",
"BELANGER BRANDING DESIGN LTEE","990443",,"SUPERVISION DE LA FABRICATION ET DE L'INSTALLATION DE LA SIGNALÉTIQUE DU CENTRE DE SOCCER DE MONTRÉAL","SERVICE DE LA DIVERSITÉ SOCIALE
ET DES SPORTS","GESTION INSTALL. - CENTRES COMMUN. - ACT.RÉCRÉATIVES","6274,50",
"BELL MOBILITE INC","51457768920140801",,"# COMPTE 514577689 - MODEMS POUR LA DIRECTION DES TRANSPORTS","SERVICE DES INFRASTRUCTURES, DE LA VOIRIE ET DES TRANSPORTS","TRANSPORT - SOUTIEN TECH. ET FONCT.- À RÉPARTIR","17816,16",
"BELL MOBILITE INC","51457768920140901",,"# COMPTE 514577689 - MODEMS POUR LA DIRECTION DES TRANSPORTS","SERVICE DES INFRASTRUCTURES, DE LA VOIRIE ET DES TRANSPORTS","TRANSPORT - SOUTIEN TECH. ET FONCT.- À RÉPARTIR","17823,12",
"BENJAMIN MOTTE","989712",,"ARCHITECTE DE PAYASAGE","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","2040,00",
"BERNARD & BRASSARD","986083",,"AVOCAT DOSSIER L PAGÉ","SERVICE DES AFFAIRES JURIDIQUES","AFFAIRES CIVILES","6380,44",
"BERNARD & BRASSARD","986085",,"AVOCAT DOSSIER L. PAGÉ","SERVICE DES AFFAIRES JURIDIQUES","AFFAIRES CIVILES","4432,16",
"BERTOLDI ET ASSOCIES INC.","988542",,"EXPERT EN SINISTRE DOSSIER RÉCLAMATIONS LISTE 105 JAMAIS ÉTÉ PAYÉE","SERVICE DES AFFAIRES JURIDIQUES","AUTRES - ADMINISTRATION GÉNÉRALE","21718,50",
"BETONS PREFABRIQUES DU LAC INC.","986676",,"INCIDENCES PROJET FONTAINES - PROJET : # JAR-2012-15","SERVICE DE L'ESPACE POUR LA VIE","MUSÉES ET CENTRES D'EXPOSITION","16950,00",
"BIBLIO RPL LTEE","986777",,"PROJET # 72500 - ACQUISITION DE CHARIOTS (CONTRAT GRÉ À GRÉ) SELON SOUMISSION DU 25 AOÛT 2014","SERVICE DES TECHNOLOGIES DE L'INFORMATION","BIBLIOTHÈQUES","9076,76",
"BIBLIOTHEQUE ET ARCHIVES NATIONALES DU QUEBEC","990700",,"LOCATION DE SALLE LES 22 ET 23 MAI 2014  + TECHNICIEN + GARDIEN DE SÉCURITÉ","SERVICE DE LA DIVERSITÉ SOCIALE
ET DES SPORTS","ACT. CULTURELLES - DIR. ET ADM. - À RÉPARTIR","4386,96",
"BILINGUA INTERPRETATION","988984",,"TRADUCTIONS SIMULTANÉES ANGLAIS-FRANÇAIS DANS LE CADRE DU COLLOQUE DES ENTRETIENS JACQUES-CARTIER 2014.","SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE","INDUSTRIES ET COMMERCES - PROM. ET DÉV.ÉCON.","3103,54",
"BIOTHERMICA TECHNOLOGIES INC.","990722",,"ÉVALUATEUR AGRÉÉ DOSSIER 13-000287","SERVICE DES AFFAIRES JURIDIQUES","AUTRES - ADMINISTRATION GÉNÉRALE","14260,22",
"BLACKBERRY LIMITED","988690",,"PROJET # 68111 - ACQUISITION DE 450 LICENCES DE TÉLÉCOMMUNICATION BLACKBERRY SELON LA SOUMISSION 970/259370 - GRÉ À GRÉ","SERVICE DES TECHNOLOGIES DE L'INFORMATION","GESTION DE L'INFORMATION","21012,62",
"BOYTECH DEMOLITION INC.","990133",,"ENLÈVEMENT D'AMIANTE DANS LE BUREAU DU COMMANDANT AU RDC ET À PLUSIEURS ENDROITS AU SOUS-SOL AU PDQ 20","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","3215,03",
"BOYTECH DEMOLITION INC.","991867",,"ISOLATION DE TUYAU ET ENLÈVEMENT D'AMIANTE DANS LE PLAFOND DES LOCAUX 148-1, 148-3 ET 149-2 AU PAVILLON LAFONTAINE","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","2281,64",
"BOYTECH DEMOLITION INC.","986958",,"PAVILLON LAFONTAINE (0891) - 1301, RUE SHERBROOKE EST - TRAVAUX D'ENLÈVEMENT D'AMIANTE - TOILETTE DES HOMMES LOCAL 173 - 1 SOUMISSION","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","SOUT. MAT. ET TECH. - GESTION DES IMMEUBLES GPI - À RÉPARTIR","10267,36",
